;代码 x y 名称 范围 数量 时间
D613 50 50 跳跳蜂0 70 2 20
D613 50 50 巨型蠕虫0 70 2 20
D613 50 50 钳虫0 70 2 20
D613 50 50 黑色恶蛆0 70 2 20
D613 50 50 邪恶钳虫2 70 2 15
D613 50 50 邪恶钳虫2 70 2 15
;传奇部落
D614 67 79 黑色恶蛆 50 5 7
D614 53 71 黑色恶蛆 50 10 7
D614 23 82 黑色恶蛆 50 10 7
D614 27 62 黑色恶蛆 50 5 7
D614 18 29 黑色恶蛆 50 10 7
D614 42 22 黑色恶蛆 50 10 7
D614 60 20 黑色恶蛆 50 5 7
D614 77 32 黑色恶蛆 50 10 7
D614 60 48 黑色恶蛆 50 10 7
D614 87 24 黑色恶蛆 50 5 7
D614 50 50 钳虫 70 15 7
D614 50 50 跳跳蜂 70 15 7
D614 50 50 蜈蚣 70 20 7
D614 50 50 巨型蠕虫 70 15 7
;特殊
D614 50 50 蜈蚣0 70 2 20
D614 50 50 跳跳蜂0 70 2 20
D614 50 50 巨型蠕虫0 70 2 20
D614 50 50 钳虫0 70 2 20
D614 50 50 黑色恶蛆0 70 2 20
D614 50 50 邪恶钳虫2 70 2 15
;邪恶势力
D615 82 78 巨型蠕虫 50 5 7
D615 81 54 巨型蠕虫 50 10 7
D615 79 30 巨型蠕虫 50 10 7
D615 60 22 巨型蠕虫 50 5 7
D615 44 16 巨型蠕虫 50 10 7
D615 16 58 巨型蠕虫 50 5 7
D615 17 81 巨型蠕虫 50 10 7
D615 51 55 巨型蠕虫 50 10 7
D615 49 81 巨型蠕虫 50 5 7
D615 50 50 黑色恶蛆 70 15 7
D615 50 50 跳跳蜂 70 15 7
D615 50 50 蜈蚣 70 15 7
D615 50 50 钳虫 70 20 7
;特殊
D615 50 50 蜈蚣0 70 2 20
D615 50 50 跳跳蜂0 70 2 20
D615 50 50 巨型蠕虫0 70 2 20
D615 50 50 钳虫0 70 2 20
D615 50 50 黑色恶蛆0 70 2 20
D615 50 50 邪恶钳虫2 70 2 15
;幽明圣域
D616 20 21 跳跳蜂 50 10 7
D616 23 38 跳跳蜂 50 5 7
D616 25 62 跳跳蜂 50 5 7
D616 11 71 跳跳蜂 50 10 7
D616 62 66 跳跳蜂 50 5 7
D616 59 27 跳跳蜂 50 5 7
D616 77 85 跳跳蜂 50 10 7
D616 83 55 跳跳蜂 50 5 7
D616 73 44 跳跳蜂 50 5 7
D616 82 21 跳跳蜂 50 10 7
D616 50 50 黑色恶蛆 70 15 7
D616 50 50 巨型蠕虫 70 15 7
D616 50 50 蜈蚣 70 15 7
D616 50 50 钳虫 70 20 7
;特殊
D616 50 50 蜈蚣0 70 2 20
D616 50 50 跳跳蜂0 70 2 20
D616 50 50 巨型蠕虫0 70 2 20
D616 50 50 钳虫0 70 2 20
D616 50 50 黑色恶蛆0 70 2 20
D616 50 50 邪恶钳虫2 70 2 15

;恐怖空间
D617 51 45 蜈蚣 50 15 7
D617 28 35 蜈蚣 50 10 7
D617 20 66 蜈蚣 50 15 7
D617 45 81 蜈蚣 50 10 7
D617 69 84 蜈蚣 50 15 7
D617 69 61 蜈蚣 50 10 7
D617 83 42 蜈蚣 50 15 7
D617 80 17 蜈蚣 50 10 7
D617 87 72 蜈蚣 50 15 7
D617 82 21 蜈蚣 50 10 7
D617 50 50 黑色恶蛆 70 15 7
D617 50 50 巨型蠕虫 70 15 7
D617 50 50 跳跳蜂 70 15 7
D617 50 50 钳虫 70 20 7
;特殊
D617 50 50 蜈蚣0 70 2 20
D617 50 50 跳跳蜂0 70 2 20
D617 50 50 巨型蠕虫0 70 2 20
D617 50 50 钳虫0 70 2 20
D617 50 50 黑色恶蛆0 70 2 20
D613 50 50 邪恶钳虫2 70 2 15

;石墓一层
D711 251 41 红野猪 30 7 10
D711 321 72 红野猪 30 7 10
D711 363 146 红野猪 30 7 10
D711 172 59 红野猪 30 7 10
D711 210 93 红野猪 30 7 10
D711 262 140 红野猪 30 7 10
D711 309 19 红野猪 30 7 10
D711 350 303 红野猪 30 7 10
D711 111 105 红野猪 30 7 10
D711 158 149 红野猪 30 7 10
D711 200 200 红野猪 30 7 10
D711 255 306 红野猪 30 7 10
D711 287 286 红野猪 30 7 10
D711 56 158 红野猪 30 7 10
D711 153 237 红野猪 30 7 10
D711 112 250 红野猪 30 7 10
D711 114 314 红野猪 30 7 10
D711 304 340 红野猪 30 7 10
D711 251 41 黑野猪 30 5 10
D711 321 72 黑野猪 30 5 10
D711 363 146 黑野猪 30 5 10
D711 172 59 黑野猪 30 5 10
D711 210 93 黑野猪 30 5 10
D711 262 140 黑野猪 30 5 10
D711 309 19 黑野猪 30 5 10
D711 350 303 黑野猪 30 5 10
D711 111 105 黑野猪 30 5 10
D711 158 149 黑野猪 30 5 10
D711 200 200 黑野猪 30 5 10
D711 255 306 黑野猪 30 5 10
D711 287 286 黑野猪 30 5 10
D711 56 158 黑野猪 30 5 10
D711 153 237 黑野猪 30 5 10
D711 112 250 黑野猪 30 5 10
D711 114 314 黑野猪 30 5 10
D711 304 340 黑野猪 30 5 10
D711 251 41 黑色恶蛆 30 8 10
D711 321 72 黑色恶蛆 30 8 10
D711 363 146 黑色恶蛆 30 8 10
D711 172 59 黑色恶蛆 30 8 10
D711 210 93 黑色恶蛆 30 8 10
D711 262 140 黑色恶蛆 30 8 10
D711 309 19 黑色恶蛆 30 8 10
D711 350 303 黑色恶蛆 30 8 10
D711 111 105 黑色恶蛆 30 8 10
D711 158 149 黑色恶蛆 30 8 10
D711 200 200 黑色恶蛆 30 8 10
D711 255 306 黑色恶蛆 30 8 10
D711 287 286 黑色恶蛆 30 8 10
D711 56 158 黑色恶蛆 30 8 10
D711 153 237 黑色恶蛆 30 8 10
D711 112 250 黑色恶蛆 30 8 10
D711 114 314 黑色恶蛆 30 8 10
D711 304 340 黑色恶蛆 30 8 10
D711 200 200 楔蛾 200 25 10
;特殊 
D711 200 200 红野猪0 200 2 30
D711 200 200 黑野猪0 200 2 30
D711 200 200 黑色恶蛆0 200 2 30
;石墓二层
D712 251 41 红野猪 30 7 10
D712 321 72 红野猪 30 7 10
D712 363 146 红野猪 30 7 10
D712 172 59 红野猪 30 7 10
D712 210 93 红野猪 30 7 10
D712 262 140 红野猪 30 7 10
D712 309 19 红野猪 30 7 10
D712 350 303 红野猪 30 7 10
D712 111 105 红野猪 30 7 10
D712 158 149 红野猪 30 7 10
D712 200 200 红野猪 30 7 10
D712 255 306 红野猪 30 7 10
D712 287 286 红野猪 30 7 10
D712 56 158 红野猪 30 7 10
D712 153 237 红野猪 30 7 10
D712 112 250 红野猪 30 7 10
D712 114 314 红野猪 30 7 10
D712 304 340 红野猪 30 7 10
D712 251 41 黑野猪 30 5 10
D712 321 72 黑野猪 30 5 10
D712 363 146 黑野猪 30 5 10
D712 172 59 黑野猪 30 5 10
D712 210 93 黑野猪 30 5 10
D712 262 140 黑野猪 30 5 10
D712 309 19 黑野猪 30 5 10
D712 350 303 黑野猪 30 5 10
D712 111 105 黑野猪 30 5 10
D712 158 149 黑野猪 30 5 10
D712 200 200 黑野猪 30 5 10
D712 255 306 黑野猪 30 5 10
D712 287 286 黑野猪 30 5 10
D712 56 158 黑野猪 30 5 10
D712 153 237 黑野猪 30 5 10
D712 112 250 黑野猪 30 5 10
D712 114 314 黑野猪 30 5 10
D712 304 340 黑野猪 30 5 10
D712 100 100 黑野猪 100 3 5 50
D712 300 100 黑野猪 100 3 5 50
D712 100 300 黑野猪 100 3 5 50
D712 300 300 黑野猪 100 3 5 50
D712 251 41 黑色恶蛆 30 5 10
D712 321 72 黑色恶蛆 30 5 10
D712 363 146 黑色恶蛆 30 5 10
D712 172 59 黑色恶蛆 30 5 10
D712 210 93 黑色恶蛆 30 5 10
D712 262 140 黑色恶蛆 30 5 10
D712 309 19 黑色恶蛆 30 5 10
D712 350 303 黑色恶蛆 30 5 10
D712 111 105 黑色恶蛆 30 5 10
D712 158 149 黑色恶蛆 30 5 10
D712 200 200 黑色恶蛆 30 5 10
D712 255 306 黑色恶蛆 30 5 10
D712 287 286 黑色恶蛆 30 5 10
D712 56 158 黑色恶蛆 30 5 10
D712 153 237 黑色恶蛆 30 5 10
D712 112 250 黑色恶蛆 30 5 10
D712 114 314 黑色恶蛆 30 5 10
D712 304 340 黑色恶蛆 30 5 10
D712 200 200 楔蛾 200 35 10
;特殊
D712 200 200 红野猪0 200 2 30
D712 200 200 黑野猪0 200 2 30
D712 200 200 黑色恶蛆0 200 2 30
;石墓三层
D713 251 41 红野猪 30 7 10
D713 321 72 红野猪 30 7 10
D713 363 146 红野猪 30 7 10
D713 172 59 红野猪 30 7 10
D713 210 93 红野猪 30 7 10
D713 262 140 红野猪 30 7 10
D713 309 19 红野猪 30 7 10
D713 350 303 红野猪 30 7 10
D713 111 105 红野猪 30 7 10
D713 158 149 红野猪 30 7 10
D713 200 200 红野猪 30 7 10
D713 255 306 红野猪 30 7 10
D713 287 286 红野猪 30 7 10
D713 56 158 红野猪 30 7 10
D713 153 237 红野猪 30 7 10
D713 112 250 红野猪 30 7 10
D713 114 314 红野猪 30 7 10
D713 304 340 红野猪 30 7 10
D713 251 41 黑野猪 30 5 10
D713 321 72 黑野猪 30 5 10
D713 363 146 黑野猪 30 5 10
D713 172 59 黑野猪 30 5 10
D713 210 93 黑野猪 30 5 10
D713 262 140 黑野猪 30 5 10
D713 309 19 黑野猪 30 5 10
D713 350 303 黑野猪 30 5 10
D713 111 105 黑野猪 30 5 10
D713 158 149 黑野猪 30 5 10
D713 200 200 黑野猪 30 5 10
D713 255 306 黑野猪 30 5 10
D713 287 286 黑野猪 30 5 10
D713 56 158 黑野猪 30 5 10
D713 153 237 黑野猪 30 5 10
D713 112 250 黑野猪 30 5 10
D713 114 314 黑野猪 30 5 10
D713 304 340 黑野猪 30 5 10
D713 100 100 黑野猪 100 3 5 50
D713 300 100 黑野猪 100 3 5 50
D713 100 300 黑野猪 100 3 5 50
D713 300 300 黑野猪 100 3 5 50
D713 251 41 黑色恶蛆 30 5 10
D713 321 72 黑色恶蛆 30 5 10
D713 363 146 黑色恶蛆 30 5 10
D713 172 59 黑色恶蛆 30 5 10
D713 210 93 黑色恶蛆 30 5 10
D713 262 140 黑色恶蛆 30 5 10
D713 309 19 黑色恶蛆 30 5 10
D713 350 303 黑色恶蛆 30 5 10
D713 111 105 黑色恶蛆 30 5 10
D713 158 149 黑色恶蛆 30 5 10
D713 200 200 黑色恶蛆 30 5 10
D713 255 306 黑色恶蛆 30 5 10
D713 287 286 黑色恶蛆 30 5 10
D713 56 158 黑色恶蛆 30 5 10
D713 153 237 黑色恶蛆 30 5 10
D713 112 250 黑色恶蛆 30 5 10
D713 114 314 黑色恶蛆 30 5 10
D713 304 340 黑色恶蛆 30 5 10
D713 200 200 楔蛾 200 45 10
D713 100 100 黑色恶蛆 100 5 5 50
D713 300 100 黑色恶蛆 100 5 5 50
D713 100 300 黑色恶蛆 100 5 5 50
D713 300 300 黑色恶蛆 100 5 5 50
D713 200 200 角蝇 200 20 10
D713 200 200 蝎蛇 200 40 10
;特殊
D713 200 200 红野猪0 200 2 30
D713 200 200 黑野猪0 200 2 30
D713 200 200 黑色恶蛆0 200 2 30
D713 200 200 蝎蛇0 200 2 30
D713 200 200 红野猪3 200 10 15
D713 200 200 黑野猪3 200 10 15
D713 200 200 蝎蛇3 200 10 15
;石墓四层
D714 251 41 红野猪 30 7 10
D714 321 72 红野猪 30 7 10
D714 363 146 红野猪 30 7 10
D714 172 59 红野猪 30 7 10
D714 210 93 红野猪 30 7 10
D714 262 140 红野猪 30 7 10
D714 309 19 红野猪 30 7 10
D714 350 303 红野猪 30 7 10
D714 111 105 红野猪 30 7 10
D714 158 149 红野猪 30 7 10
D714 200 200 红野猪 30 7 10
D714 255 306 红野猪 30 7 10
D714 287 286 红野猪 30 7 10
D714 56 158 红野猪 30 7 10
D714 153 237 红野猪 30 7 10
D714 112 250 红野猪 30 7 10
D714 114 314 红野猪 30 7 10
D714 304 340 红野猪 30 7 10
D714 251 41 黑野猪 30 5 10
D714 321 72 黑野猪 30 5 10
D714 363 146 黑野猪 30 5 10
D714 172 59 黑野猪 30 5 10
D714 210 93 黑野猪 30 5 10
D714 262 140 黑野猪 30 5 10
D714 309 19 黑野猪 30 5 10
D714 350 303 黑野猪 30 5 10
D714 111 105 黑野猪 30 5 10
D714 158 149 黑野猪 30 5 10
D714 200 200 黑野猪 30 5 10
D714 255 306 黑野猪 30 5 10
D714 287 286 黑野猪 30 5 10
D714 56 158 黑野猪 30 5 10
D714 153 237 黑野猪 30 5 10
D714 112 250 黑野猪 30 5 10
D714 114 314 黑野猪 30 5 10
D714 304 340 黑野猪 30 5 10
D714 100 100 黑野猪 100 3 5 50
D714 300 100 黑野猪 100 3 5 50
D714 100 300 黑野猪 100 3 5 50
D714 300 300 黑野猪 100 3 5 50
D714 251 41 黑色恶蛆 30 5 10
D714 321 72 黑色恶蛆 30 5 10
D714 363 146 黑色恶蛆 30 5 10
D714 172 59 黑色恶蛆 30 5 10
D714 210 93 黑色恶蛆 30 5 10
D714 262 140 黑色恶蛆 30 5 10
D714 309 19 黑色恶蛆 30 5 10
D714 350 303 黑色恶蛆 30 5 10
D714 111 105 黑色恶蛆 30 5 10
D714 158 149 黑色恶蛆 30 5 10
D714 200 200 黑色恶蛆 30 5 10
D714 255 306 黑色恶蛆 30 5 10
D714 287 286 黑色恶蛆 30 5 10
D714 56 158 黑色恶蛆 30 5 10
D714 153 237 黑色恶蛆 30 5 10
D714 112 250 黑色恶蛆 30 5 10
D714 114 314 黑色恶蛆 30 5 10
D714 304 340 黑色恶蛆 30 5 10
D714 100 100 蝎蛇 100 3 5 50
D714 300 100 蝎蛇 100 3 5 50
D714 100 300 蝎蛇 100 3 5 50
D714 300 300 蝎蛇 100 3 5 50
D714 200 200 蝎蛇 200 50 10
D714 200 200 楔蛾 200 55 10
D714 200 200 白野猪 200 3 120
D714 200 200 角蝇 200 20 10
;特殊
D714 200 200 红野猪0 200 2 15
D714 200 200 黑野猪0 200 2 15
D714 200 200 黑色恶蛆0 200 2 15
D714 200 200 蝎蛇0 200 2 15
D714 200 200 红野猪3 200 15 30
D714 200 200 黑野猪3 200 15 30
D714 200 200 蝎蛇3 200 15 30
;石墓五层
D715 200 200 红野猪 200 100 10
D715 200 200 楔蛾 200 100 10
D715 200 200 蝎蛇 200 100 10
D715 200 200 黑野猪 200 100 10
D715 200 200 黑色恶蛆 200 100 10
D715 200 200 角蝇 200 30 10
;特殊
D715 200 200 红野猪0 200 2 30
D715 200 200 黑野猪0 200 2 30
D715 200 200 黑色恶蛆0 200 2 30
D715 200 200 蝎蛇0 200 2 30
D715 200 200 红野猪3 200 20 15
D715 200 200 黑野猪3 200 20 15
D715 200 200 蝎蛇3 200 20 15
D715 200 200 白野猪 200 1 120
;石墓六层
D716 25 25 红野猪 25 5 10
D716 25 25 黑野猪 25 5 10
D716 25 25 楔蛾 25 8 10
D716 25 25 蝎蛇 25 5 10
D716 25 25 黑色恶蛆 25 8 10
D716 25 25 角蝇 25 5 10
D716 25 25 黑野猪0 25 1 120
;石墓阵
D71601 25 25 红野猪 25 7 10
D71601 25 25 黑野猪 25 7 10
D71601 25 25 楔蛾 25 10 10
D71601 25 25 蝎蛇 25 7 10
D71601 25 25 黑色恶蛆 25 10 10
D71601 25 25 角蝇 25 3 10
;特殊
D71601 25 25 红野猪0 25 2 120
D71601 25 25 红野猪3 25 1 30
D71601 25 25 黑野猪3 25 1 30
D71601 25 25 蝎蛇3 25 1 30

D71602 25 25 红野猪 25 7 10
D71602 25 25 黑野猪 25 7 10
D71602 25 25 楔蛾 25 10 10
D71602 25 25 蝎蛇 25 7 10
D71602 25 25 黑色恶蛆 25 10 10
D71602 25 25 角蝇 25 3 10
;特殊
D71602 25 25 黑野猪0 25 2 120
D71602 25 25 红野猪3 25 1 30
D71602 25 25 黑野猪3 25 1 30
D71602 25 25 蝎蛇3 25 1 30

D71603 25 25 红野猪 25 7 10
D71603 25 25 黑野猪 25 7 10
D71603 25 25 楔蛾 25 10 10
D71603 25 25 蝎蛇 25 7 10
D71603 25 25 黑色恶蛆 25 10 10
D71603 25 25 角蝇 25 3 10
;特殊
D71603 25 25 黑色恶蛆0 25 2 120
D71603 25 25 红野猪3 25 1 30
D71603 25 25 黑野猪3 25 1 30
D71603 25 25 蝎蛇3 25 1 30

D71604 25 25 红野猪 25 7 10
D71604 25 25 黑野猪 25 7 10
D71604 25 25 楔蛾 25 10 10
D71604 25 25 蝎蛇 25 7 10
D71604 25 25 黑色恶蛆 25 10 10
D71604 25 25 角蝇 25 3 10
;特殊
D71604 25 25 蝎蛇0 25 2 120
D71604 25 25 红野猪3 25 1 30
D71604 25 25 黑野猪3 25 1 30
D71604 25 25 蝎蛇3 25 1 30

D71605 25 25 红野猪 25 7 10
D71605 25 25 黑野猪 25 7 10
D71605 25 25 楔蛾 25 10 10
D71605 25 25 蝎蛇 25 7 10
D71605 25 25 黑色恶蛆 25 10 10
D71605 25 25 角蝇 25 3 10
;特殊
D71605 25 25 红野猪0 25 2 120
D71605 25 25 红野猪3 25 1 30
D71605 25 25 黑野猪3 25 1 30
D71605 25 25 蝎蛇3 25 1 30

D71606 25 25 红野猪 25 7 10
D71606 25 25 黑野猪 25 7 10
D71606 25 25 楔蛾 25 10 10
D71606 25 25 蝎蛇 25 7 10
D71606 25 25 黑色恶蛆 25 10 10
D71606 25 25 角蝇 25 3 10
;特殊
D71606 25 25 黑野猪0 25 2 120
D71606 25 25 红野猪3 25 1 30
D71606 25 25 黑野猪3 25 1 30
D71606 25 25 蝎蛇3 25 1 30

D71607 25 25 红野猪 25 7 10
D71607 25 25 黑野猪 25 7 10
D71607 25 25 楔蛾 25 10 10
D71607 25 25 蝎蛇 25 7 10
D71607 25 25 黑色恶蛆 25 10 10
D71607 25 25 角蝇 25 3 10
;特殊
D71607 25 25 黑色恶蛆0 25 2 120
D71607 25 25 红野猪3 25 1 30
D71607 25 25 黑野猪3 25 1 30
D71607 25 25 蝎蛇3 25 1 30

D71608 25 25 红野猪 25 7 10
D71608 25 25 黑野猪 25 7 10
D71608 25 25 楔蛾 25 10 10
D71608 25 25 蝎蛇 25 7 10
D71608 25 25 黑色恶蛆 25 10 10
D71608 25 25 角蝇 25 3 10
;特殊
D71608 25 25 蝎蛇0 25 2 120
D71608 25 25 红野猪3 25 1 30
D71608 25 25 黑野猪3 25 1 30
D71608 25 25 蝎蛇3 25 1 30

D71609 25 25 红野猪 25 7 10
D71609 25 25 黑野猪 25 7 10
D71609 25 25 楔蛾 25 10 10
D71609 25 25 蝎蛇 25 7 10
D71609 25 25 黑色恶蛆 25 10 10
D71609 25 25 角蝇 25 3 10
;特殊
D71609 25 25 红野猪0 25 2 120
D71609 25 25 红野猪3 25 1 30
D71609 25 25 黑野猪3 25 1 30
D71609 25 25 蝎蛇3 25 1 30

D71610 25 25 红野猪 25 7 10
D71610 25 25 黑野猪 25 7 10
D71610 25 25 楔蛾 25 10 10
D71610 25 25 蝎蛇 25 7 10
D71610 25 25 黑色恶蛆 25 10 10
D71610 25 25 角蝇 25 3 10
;特殊
D71610 25 25 黑野猪0 25 2 120
D71610 25 25 红野猪3 25 1 30
D71610 25 25 黑野猪3 25 1 30
D71610 25 25 蝎蛇3 25 1 30

D71611 25 25 红野猪 25 7 10
D71611 25 25 黑野猪 25 7 10
D71611 25 25 楔蛾 25 10 10
D71611 25 25 蝎蛇 25 7 10
D71611 25 25 黑色恶蛆 25 10 10
D71611 25 25 角蝇 25 3 10
;特殊
D71611 25 25 黑色恶蛆0 25 2 120
D71611 25 25 红野猪3 25 1 30
D71611 25 25 黑野猪3 25 1 30
D71611 25 25 蝎蛇3 25 1 30

D71612 25 25 红野猪 25 7 10
D71612 25 25 黑野猪 25 7 10
D71612 25 25 楔蛾 25 10 10
D71612 25 25 蝎蛇 25 7 10
D71612 25 25 黑色恶蛆 25 10 10
D71612 25 25 角蝇 25 3 10
;特殊
D71612 25 25 蝎蛇0 25 2 120
D71612 25 25 红野猪3 25 1 30
D71612 25 25 黑野猪3 25 1 30
D71612 25 25 蝎蛇3 25 1 30

D71613 25 25 红野猪 25 7 10
D71613 25 25 黑野猪 25 7 10
D71613 25 25 楔蛾 25 10 10
D71613 25 25 蝎蛇 25 7 10
D71613 25 25 黑色恶蛆 25 10 10
D71613 25 25 角蝇 25 3 10
;特殊
D71613 25 25 红野猪0 25 2 120
D71613 25 25 红野猪3 25 1 30
D71613 25 25 黑野猪3 25 1 30
D71613 25 25 蝎蛇3 25 1 30

D71614 25 25 红野猪 25 7 10
D71614 25 25 黑野猪 25 7 10
D71614 25 25 楔蛾 25 10 10
D71614 25 25 蝎蛇 25 7 10
D71614 25 25 黑色恶蛆 25 10 10
D71614 25 25 角蝇 25 3 10
;特殊
D71614 25 25 黑野猪0 25 2 120
D71614 25 25 红野猪3 25 1 30
D71614 25 25 黑野猪3 25 1 30
D71614 25 25 蝎蛇3 25 1 30

D71615 25 25 红野猪 25 7 10
D71615 25 25 黑野猪 25 7 10
D71615 25 25 楔蛾 25 10 10
D71615 25 25 蝎蛇 25 7 10
D71615 25 25 黑色恶蛆 25 10 10
D71615 25 25 角蝇 25 3 10
;特殊
D71615 25 25 黑色恶蛆0 25 2 120
D71615 25 25 红野猪3 25 1 30
D71615 25 25 黑野猪3 25 1 30
D71615 25 25 蝎蛇3 25 1 30

D71616 25 25 红野猪 25 7 10
D71616 25 25 黑野猪 25 7 10
D71616 25 25 楔蛾 25 10 10
D71616 25 25 蝎蛇 25 7 10
D71616 25 25 黑色恶蛆 25 10 10
D71616 25 25 角蝇 25 3 10
;特殊
D71616 25 25 蝎蛇0 25 2 120
D71616 25 25 红野猪3 25 1 30
D71616 25 25 黑野猪3 25 1 30
D71616 25 25 蝎蛇3 25 1 30

D71617 25 25 红野猪 25 7 10
D71617 25 25 黑野猪 25 7 10
D71617 25 25 楔蛾 25 10 10
D71617 25 25 蝎蛇 25 7 10
D71617 25 25 黑色恶蛆 25 10 10
D71617 25 25 角蝇 25 3 10
;特殊
D71617 25 25 红野猪0 25 2 120
D71617 25 25 红野猪3 25 1 30
D71617 25 25 黑野猪3 25 1 30
D71617 25 25 蝎蛇3 25 1 30

D71618 25 25 红野猪 25 7 10
D71618 25 25 黑野猪 25 7 10
D71618 25 25 楔蛾 25 10 10
D71618 25 25 蝎蛇 25 7 10
D71618 25 25 黑色恶蛆 25 10 10
D71618 25 25 角蝇 25 3 10
;特殊
D71618 25 25 黑野猪0 25 2 120
D71618 25 25 红野猪3 25 1 30
D71618 25 25 黑野猪3 25 1 30
D71618 25 25 蝎蛇3 25 1 30

D71619 25 25 红野猪 25 7 10
D71619 25 25 黑野猪 25 7 10
D71619 25 25 楔蛾 25 10 10
D71619 25 25 蝎蛇 25 7 10
D71619 25 25 黑色恶蛆 25 10 10
D71619 25 25 角蝇 25 3 10
;特殊
D71619 25 25 黑色恶蛆0 25 2 120
D71619 25 25 红野猪3 25 1 30
D71619 25 25 黑野猪3 25 1 30
D71619 25 25 蝎蛇3 25 1 30

D71620 25 25 红野猪 25 7 10
D71620 25 25 黑野猪 25 7 10
D71620 25 25 楔蛾 25 10 10
D71620 25 25 蝎蛇 25 7 10
D71620 25 25 黑色恶蛆 25 10 10
D71620 25 25 角蝇 25 3 10
;特殊
D71620 25 25 蝎蛇0 25 2 120
D71620 25 25 红野猪3 25 1 30
D71620 25 25 黑野猪3 25 1 30
D71620 25 25 蝎蛇3 25 1 30

D71621 25 25 红野猪 25 7 10
D71621 25 25 黑野猪 25 7 10
D71621 25 25 楔蛾 25 10 10
D71621 25 25 蝎蛇 25 7 10
D71621 25 25 黑色恶蛆 25 10 10
D71621 25 25 角蝇 25 3 10
;特殊
D71621 25 25 红野猪0 25 2 120
D71621 25 25 红野猪3 25 1 30
D71621 25 25 黑野猪3 25 1 30
D71621 25 25 蝎蛇3 25 1 30

D71622 25 25 红野猪 25 7 10
D71622 25 25 黑野猪 25 7 10
D71622 25 25 楔蛾 25 10 10
D71622 25 25 蝎蛇 25 7 10
D71622 25 25 黑色恶蛆 25 10 10
D71622 25 25 角蝇 25 3 10
;特殊
D71622 25 25 黑野猪0 25 2 120
D71622 25 25 红野猪3 25 1 30
D71622 25 25 黑野猪3 25 1 30
D71622 25 25 蝎蛇3 25 1 30

D71623 25 25 红野猪 25 7 10
D71623 25 25 黑野猪 25 7 10
D71623 25 25 楔蛾 25 10 10
D71623 25 25 蝎蛇 25 7 10
D71623 25 25 黑色恶蛆 25 10 10
D71623 25 25 角蝇 25 3 10
;特殊
D71623 25 25 黑色恶蛆0 25 2 120
D71623 25 25 红野猪3 25 1 30
D71623 25 25 黑野猪3 25 1 30
D71623 25 25 蝎蛇3 25 1 30

D71624 25 25 红野猪 25 7 10
D71624 25 25 黑野猪 25 7 10
D71624 25 25 楔蛾 25 10 10
D71624 25 25 蝎蛇 25 7 10
D71624 25 25 黑色恶蛆 25 10 10
D71624 25 25 角蝇 25 3 10
;特殊
D71624 25 25 蝎蛇0 25 2 120
D71624 25 25 红野猪3 25 1 30
D71624 25 25 黑野猪3 25 1 30
D71624 25 25 蝎蛇3 25 1 30

D71625 25 25 红野猪 25 7 10
D71625 25 25 黑野猪 25 7 10
D71625 25 25 楔蛾 25 10 10
D71625 25 25 蝎蛇 25 7 10
D71625 25 25 黑色恶蛆 25 10 10
D71625 25 25 角蝇 25 3 10
;特殊
D71625 25 25 红野猪0 25 2 120
D71625 25 25 红野猪3 25 1 30
D71625 25 25 黑野猪3 25 1 30
D71625 25 25 蝎蛇3 25 1 30

;石墓七层
D717 100 100 黑色恶蛆 100 100 10
D717 100 100 红野猪 100 50 10
D717 100 100 黑野猪 100 50 10
D717 100 100 楔蛾 100 150 10
D717 100 100 角蝇 100 5 10
;特殊
D717 100 100 白野猪0 100 28 120
D717 100 100 白野猪 100 2 120
D717 100 100 白野猪 100 2 240
D717 100 100 邪恶毒蛇 100 2 120
D717 83 25 石墓尸王 0 1 180

;桃源之门
R001 114 122 蜜蜂 50 30 20
R001 93 104 神兽 150 10 60
R001 93 104 神兽2 150 30 60
R001 93 104 神兽0 150 5 60
R001 93 104 变异骷髅0 150 30 60

;香石古墓一层
E701 50 50 闪电僵尸 50 45 23
E701 50 50 墓穴僵尸 50 40 23
E701 50 50 土栖僵尸 50 40 23
E701 50 50 腐烂僵尸 50 40 23
E701 50 50 残肢僵尸 50 40 23
;特殊
E701 50 50 闪电僵尸0 50 2 30
E701 50 50 土栖僵尸0 50 2 30
E701 50 50 残肢僵尸0 50 2 30

;香石古墓二层
E702 50 50 闪电僵尸 50 25 23
E702 50 50 墓穴僵尸 50 15 23
E702 50 50 土栖僵尸 50 15 23
E702 50 50 腐烂僵尸 50 15 23
E702 50 50 残肢僵尸 50 15 23
E702 50 50 楔蛾 50 15 23
E702 50 50 红野猪 50 15 23
E702 50 50 黑野猪 50 15 23
E702 50 50 黑色恶蛆 50 15 23
E702 50 50 角蝇 50 2 23
E702 50 50 蝎蛇 50 10 23
;特殊
E702 50 50 闪电僵尸0 50 2 30
E702 50 50 腐烂僵尸0 50 2 30
E702 50 50 残肢僵尸0 50 2 30
E702 50 50 黑野猪0 50 2 30
E702 50 50 蝎蛇0 50 2 30
;香石古墓三层
E703 50 50 楔蛾 50 25 23
E703 50 50 红野猪 50 25 23
E703 50 50 黑野猪 50 25 23
E703 50 50 黑色恶蛆 50 25 23
E703 50 50 角蝇 50 2 23
E703 50 50 蝎蛇 50 25 23
;特殊
E703 50 50 红野猪0 50 2 30
E703 50 50 蝎蛇0 50 2 30

;未知暗殿
M001 200 200 鸡1 200 3 50
